category,years_on_force,number_since_same_type,number_since_total,number_same_type_after
Operation/Personnel Violations,5,2,13,0
Operation/Personnel Violations,2,0,1,1
Lockup Procedures,7,0,33,0
Use Of Force,3,3,10,3
Lockup Procedures,6,2,5,0
Lockup Procedures,7,0,3,0
Lockup Procedures,1,0,2,0
Illegal Search,3,0,6,3
Use Of Force,4,1,2,0
Use Of Force,4,0,2,1
Illegal Search,6,0,4,2
Illegal Search,8,0,15,2
Operation/Personnel Violations,8,0,17,1
Lockup Procedures,4,0,15,0
Use Of Force,4,0,14,2
Use Of Force,8,0,11,0
Use Of Force,2,0,2,0
Lockup Procedures,2,0,5,1
Lockup Procedures,2,1,12,7
Lockup Procedures,5,0,7,0
Use Of Force,4,1,15,1
False Arrest,5,0,4,0
False Arrest,3,0,1,0
False Arrest,2,0,2,0
Illegal Search,7,1,8,1
Illegal Search,2,1,7,2
Use Of Force,5,1,6,3
Use Of Force,3,1,8,7
Use Of Force,2,0,6,0
Use Of Force,1,0,1,0
Operation/Personnel Violations,1,0,1,1
Verbal Abuse,5,0,4,0
Operation/Personnel Violations,7,0,2,2
Use Of Force,6,3,9,2
Use Of Force,8,4,16,1
Use Of Force,8,2,7,0
Operation/Personnel Violations,4,1,4,0
Operation/Personnel Violations,4,0,1,4
Illegal Search,5,9,29,1
Illegal Search,1,0,1,0
Verbal Abuse,6,0,3,0
Verbal Abuse,2,0,6,0
Conduct Unbecoming (Off-Duty),7,0,15,0
Use Of Force,3,0,2,0
Lockup Procedures,8,0,8,1
Lockup Procedures,8,0,4,0
Use Of Force,3,0,6,0
Verbal Abuse,8,0,7,0
Verbal Abuse,6,0,3,0
Use Of Force,3,2,4,0
Use Of Force,2,0,1,0
Operation/Personnel Violations,4,0,0,0
Operation/Personnel Violations,7,4,19,0
False Arrest,2,0,5,3
False Arrest,2,0,2,1
Illegal Search,1,0,1,1
Illegal Search,1,0,0,0
Operation/Personnel Violations,3,0,0,0
Illegal Search,4,1,7,0
Illegal Search,3,1,2,0
Use Of Force,8,1,9,0
Use Of Force,8,0,4,0
Operation/Personnel Violations,7,1,6,2
Use Of Force,4,6,15,3
Use Of Force,3,0,1,0
Use Of Force,2,0,2,1
Illegal Search,6,1,10,2
Illegal Search,7,1,8,2
Illegal Search,6,0,5,3
Illegal Search,8,3,17,5
Illegal Search,5,0,5,0
Illegal Search,4,3,13,5
Illegal Search,3,4,16,4
Operation/Personnel Violations,8,0,6,0
Use Of Force,7,2,6,2
Use Of Force,6,2,5,0
Use Of Force,5,2,9,0
Lockup Procedures,2,0,1,0
Lockup Procedures,2,0,2,0
Use Of Force,8,2,4,0
Illegal Search,5,0,5,0
False Arrest,5,0,2,0
False Arrest,3,0,2,0
False Arrest,7,0,13,1
False Arrest,7,1,8,1
Lockup Procedures,3,0,1,0
Use Of Force,4,1,7,0
Operation/Personnel Violations,3,0,4,0
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,2,0,1,0
Traffic,2,0,6,0
Traffic,2,0,15,0
Traffic,2,1,15,0
Traffic,1,0,0,0
Use Of Force,6,0,8,1
Operation/Personnel Violations,7,0,6,0
False Arrest,2,0,3,1
False Arrest,1,0,2,2
Operation/Personnel Violations,3,2,10,2
Illegal Search,5,1,7,5
Traffic,5,0,13,0
Illegal Search,7,0,13,0
Illegal Search,5,0,5,1
Use Of Force,3,0,5,1
Operation/Personnel Violations,5,0,11,0
Operation/Personnel Violations,3,0,9,0
Operation/Personnel Violations,3,1,9,0
Operation/Personnel Violations,7,0,4,0
Operation/Personnel Violations,1,0,2,1
Illegal Search,6,1,6,0
Illegal Search,3,1,7,1
Illegal Search,5,2,15,1
Illegal Search,4,5,22,0
Illegal Search,3,1,5,1
Illegal Search,1,0,2,1
Illegal Search,4,0,1,1
Illegal Search,3,0,1,1
Lockup Procedures,2,0,1,0
Domestic,7,1,8,1
Operation/Personnel Violations,7,1,9,0
Illegal Search,7,0,5,2
Illegal Search,5,0,12,2
Illegal Search,4,0,3,2
Illegal Search,3,0,3,1
Illegal Search,3,0,4,1
Illegal Search,3,0,2,1
Illegal Search,1,0,0,1
Operation/Personnel Violations,7,1,3,1
Lockup Procedures,2,0,6,3
Lockup Procedures,2,2,14,6
Operation/Personnel Violations,7,0,8,4
Operation/Personnel Violations,8,4,14,4
Use Of Force,5,0,7,0
Use Of Force,2,0,2,0
Operation/Personnel Violations,5,0,6,0
Illegal Search,6,3,12,0
Illegal Search,5,2,15,0
Use Of Force,6,2,13,2
Operation/Personnel Violations,4,2,4,1
Illegal Search,6,0,3,1
Conduct Unbecoming (Off-Duty),7,2,16,0
Operation/Personnel Violations,5,0,3,0
Operation/Personnel Violations,5,1,5,2
Domestic,7,1,4,1
Operation/Personnel Violations,1,0,1,0
Use Of Force,5,0,1,0
Use Of Force,5,0,7,1
Verbal Abuse,7,0,9,0
Use Of Force,5,0,8,0
Use Of Force,3,0,3,0
Use Of Force,6,2,13,0
Operation/Personnel Violations,3,1,2,2
Operation/Personnel Violations,6,1,3,4
Illegal Search,7,6,17,0
Use Of Force,5,0,20,0
Illegal Search,6,0,10,0
Illegal Search,4,0,3,2
Operation/Personnel Violations,7,0,2,0
Use Of Force,2,0,2,0
Operation/Personnel Violations,6,0,0,1
Use Of Force,6,0,9,0
Verbal Abuse,6,1,14,3
Operation/Personnel Violations,5,0,4,0
Illegal Search,8,0,1,0
Illegal Search,1,0,1,0
Operation/Personnel Violations,6,0,3,0
Operation/Personnel Violations,2,0,0,0
Verbal Abuse,6,0,9,0
Use Of Force,2,0,1,0
False Arrest,7,4,18,4
False Arrest,6,2,13,2
False Arrest,4,3,11,7
False Arrest,2,0,5,0
False Arrest,2,0,1,0
Operation/Personnel Violations,7,5,6,3
Operation/Personnel Violations,3,1,3,1
Use Of Force,1,0,1,0
Use Of Force,1,0,1,3
Operation/Personnel Violations,5,2,9,1
Use Of Force,3,0,2,2
Illegal Search,7,0,2,0
False Arrest,3,0,1,1
False Arrest,1,0,1,0
Verbal Abuse,2,0,2,0
Use Of Force,2,0,4,0
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,5,0,3,0
Operation/Personnel Violations,3,1,4,0
Use Of Force,4,0,5,0
Use Of Force,8,3,14,4
Operation/Personnel Violations,7,2,4,5
Lockup Procedures,2,0,6,2
Use Of Force,6,0,5,1
Operation/Personnel Violations,5,0,7,0
False Arrest,3,0,2,0
False Arrest,3,0,6,0
False Arrest,2,0,0,2
False Arrest,2,0,4,0
Domestic,2,0,0,0
Domestic,2,0,0,0
Lockup Procedures,8,0,15,0
Use Of Force,4,0,9,0
Use Of Force,2,0,4,0
Illegal Search,6,0,3,0
Illegal Search,1,1,4,0
Illegal Search,6,1,4,0
Illegal Search,7,0,6,1
False Arrest,4,0,5,1
Illegal Search,4,0,7,1
Operation/Personnel Violations,5,0,6,2
Use Of Force,2,2,5,2
Operation/Personnel Violations,5,2,6,2
Verbal Abuse,2,0,5,0
Use Of Force,2,0,0,1
False Arrest,7,2,8,4
Operation/Personnel Violations,2,0,0,1
Use Of Force,6,4,16,2
Lockup Procedures,8,1,37,0
Operation/Personnel Violations,6,0,8,2
Operation/Personnel Violations,7,3,5,4
Operation/Personnel Violations,7,3,4,2
Operation/Personnel Violations,2,1,1,1
Operation/Personnel Violations,8,4,7,3
Operation/Personnel Violations,1,0,1,3
Operation/Personnel Violations,1,0,0,0
Use Of Force,5,0,8,0
Use Of Force,6,0,7,0
Illegal Search,6,1,6,1
Operation/Personnel Violations,4,0,7,0
Operation/Personnel Violations,2,0,2,0
Lockup Procedures,5,1,5,0
Use Of Force,3,0,3,0
Illegal Search,6,0,5,0
Illegal Search,4,0,3,0
Use Of Force,2,0,2,0
Use Of Force,1,0,1,2
Use Of Force,1,0,1,0
Domestic,8,0,5,1
False Arrest,4,0,3,1
Lockup Procedures,8,0,4,0
Operation/Personnel Violations,7,1,20,1
Operation/Personnel Violations,7,1,8,0
Operation/Personnel Violations,8,0,8,0
Operation/Personnel Violations,8,0,6,0
Operation/Personnel Violations,8,1,4,0
Operation/Personnel Violations,4,0,0,0
Operation/Personnel Violations,1,0,0,0
Illegal Search,7,1,10,0
Use Of Force,8,0,27,0
Domestic,7,0,22,0
Domestic,3,0,4,0
Operation/Personnel Violations,3,0,3,0
Operation/Personnel Violations,3,0,1,0
Use Of Force,3,1,1,0
Use Of Force,4,0,8,1
Use Of Force,1,0,2,0
Traffic,7,0,9,0
Traffic,8,0,9,0
Traffic,8,0,5,0
False Arrest,5,0,11,0
False Arrest,4,0,3,1
Lockup Procedures,2,0,8,0
Operation/Personnel Violations,8,2,8,0
Conduct Unbecoming (Off-Duty),1,0,1,0
False Arrest,5,0,13,1
False Arrest,2,0,5,0
Operation/Personnel Violations,8,1,9,3
Use Of Force,7,1,6,0
Use Of Force,6,0,5,0
Use Of Force,6,4,11,1
Use Of Force,6,0,4,0
False Arrest,5,0,5,0
False Arrest,4,0,2,0
Operation/Personnel Violations,7,0,3,1
Use Of Force,6,0,1,0
Use Of Force,6,0,1,0
Use Of Force,6,0,1,0
Operation/Personnel Violations,1,1,3,0
Traffic,1,0,0,0
Use Of Force,4,0,2,0
False Arrest,6,0,8,4
False Arrest,6,0,15,1
False Arrest,5,0,7,3
Operation/Personnel Violations,7,0,10,0
Use Of Force,7,1,6,0
Use Of Force,5,2,9,0
Use Of Force,5,3,13,2
Use Of Force,5,1,2,0
Illegal Search,7,3,26,0
Illegal Search,5,2,11,0
Use Of Force,3,2,9,6
Operation/Personnel Violations,7,1,12,2
Operation/Personnel Violations,1,1,1,0
Operation/Personnel Violations,1,0,0,1
Use Of Force,2,0,2,0
Traffic,7,0,34,0
Traffic,4,0,11,0
Operation/Personnel Violations,5,1,6,6
Operation/Personnel Violations,2,1,2,2
Verbal Abuse,2,0,0,0
Verbal Abuse,1,0,2,0
Verbal Abuse,1,0,1,0
Use Of Force,6,0,4,0
False Arrest,5,1,8,1
False Arrest,6,1,23,1
Illegal Search,8,1,28,0
Use Of Force,1,0,0,0
Use Of Force,8,2,5,1
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,1,0,0,1
Illegal Search,5,0,9,2
Use Of Force,8,3,6,0
Operation/Personnel Violations,1,0,1,0
Operation/Personnel Violations,8,3,6,1
Operation/Personnel Violations,2,2,4,1
Use Of Force,5,0,4,0
Operation/Personnel Violations,2,1,3,1
Use Of Force,1,0,0,1
Operation/Personnel Violations,7,0,7,0
Traffic,2,0,1,0
Use Of Force,2,1,5,0
False Arrest,7,1,6,2
False Arrest,8,0,8,0
Operation/Personnel Violations,7,4,10,0
Domestic,5,6,9,2
Illegal Search,3,0,2,2
Illegal Search,2,0,1,0
Use Of Force,3,1,3,3
Use Of Force,2,0,0,1
Operation/Personnel Violations,5,1,6,1
Operation/Personnel Violations,1,0,1,0
Use Of Force,5,0,1,0
Use Of Force,5,0,4,0
Operation/Personnel Violations,6,0,5,0
Use Of Force,7,0,12,0
Use Of Force,3,1,6,0
Use Of Force,3,3,8,7
Use Of Force,1,0,1,0
Operation/Personnel Violations,3,1,3,0
Operation/Personnel Violations,4,0,4,2
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,4,0,2,0
Illegal Search,2,1,3,0
Use Of Force,2,1,4,1
Conduct Unbecoming (Off-Duty),2,0,2,2
False Arrest,7,1,8,0
False Arrest,3,0,5,1
Use Of Force,4,0,6,0
Use Of Force,2,0,4,1
Illegal Search,7,4,13,1
Operation/Personnel Violations,4,0,4,0
Lockup Procedures,2,3,17,5
Use Of Force,2,0,2,1
Use Of Force,2,0,0,1
Use Of Force,8,2,20,1
Operation/Personnel Violations,8,1,18,0
Lockup Procedures,5,0,8,1
Lockup Procedures,4,0,2,0
Lockup Procedures,3,0,1,0
Operation/Personnel Violations,1,0,0,2
Verbal Abuse,3,0,11,0
Operation/Personnel Violations,1,1,1,0
Use Of Force,3,0,2,0
Operation/Personnel Violations,7,0,12,0
Illegal Search,3,0,3,1
Verbal Abuse,5,0,4,0
Verbal Abuse,3,0,2,0
Illegal Search,5,0,2,2
Illegal Search,5,0,8,1
Use Of Force,4,0,8,1
Use Of Force,1,0,1,0
False Arrest,1,1,3,6
Use Of Force,6,0,7,0
Use Of Force,3,0,3,0
Use Of Force,3,0,2,0
Use Of Force,2,0,1,0
Use Of Force,2,0,1,0
Operation/Personnel Violations,5,0,2,1
Use Of Force,4,4,14,0
False Arrest,2,0,1,2
False Arrest,2,0,3,1
Operation/Personnel Violations,5,1,7,0
Operation/Personnel Violations,2,0,6,0
Use Of Force,3,1,2,1
Use Of Force,7,0,5,0
Use Of Force,6,0,8,2
Traffic,2,0,0,0
Use Of Force,5,2,7,3
Use Of Force,2,0,7,0
Use Of Force,2,0,19,1
Illegal Search,3,1,2,0
Illegal Search,2,1,3,0
Use Of Force,5,3,7,0
Verbal Abuse,7,1,10,1
Verbal Abuse,2,1,10,0
Illegal Search,6,0,1,0
Illegal Search,5,0,2,0
Illegal Search,5,0,5,1
Illegal Search,4,1,4,1
Illegal Search,3,1,4,1
Operation/Personnel Violations,7,0,2,1
Operation/Personnel Violations,6,0,0,1
Use Of Force,2,0,0,0
Use Of Force,3,3,10,5
Verbal Abuse,3,0,1,0
Use Of Force,8,0,13,1
Use Of Force,5,2,13,0
Verbal Abuse,7,0,9,2
Verbal Abuse,2,0,9,1
Use Of Force,2,0,2,1
Use Of Force,1,0,3,0
Operation/Personnel Violations,3,0,3,2
Use Of Force,5,0,3,0
Lockup Procedures,1,0,2,1
Verbal Abuse,7,0,21,1
Use Of Force,6,4,18,3
Use Of Force,3,0,2,0
Illegal Search,3,0,2,1
Operation/Personnel Violations,8,0,8,1
Operation/Personnel Violations,8,1,14,0
Operation/Personnel Violations,8,0,15,0
Illegal Search,2,1,3,1
Operation/Personnel Violations,4,1,5,1
Illegal Search,1,0,1,0
Use Of Force,6,0,3,0
Lockup Procedures,7,0,15,0
Operation/Personnel Violations,7,2,4,1
Operation/Personnel Violations,2,0,2,0
Use Of Force,2,0,1,0
False Arrest,2,1,1,0
False Arrest,2,0,1,0
Illegal Search,7,0,2,1
Operation/Personnel Violations,6,1,1,1
Use Of Force,6,0,5,0
Domestic,8,2,20,0
Operation/Personnel Violations,4,2,2,0
Operation/Personnel Violations,3,3,4,0
Operation/Personnel Violations,2,1,2,3
False Arrest,1,0,1,0
False Arrest,7,0,5,1
False Arrest,4,0,6,1
Operation/Personnel Violations,5,1,3,0
Illegal Search,2,1,20,2
Illegal Search,8,1,6,0
False Arrest,6,0,6,0
Operation/Personnel Violations,6,1,3,0
Lockup Procedures,5,0,1,0
Operation/Personnel Violations,8,3,24,1
Use Of Force,6,0,8,1
Operation/Personnel Violations,2,1,3,2
Operation/Personnel Violations,1,0,0,2
Illegal Search,8,2,18,12
Illegal Search,6,3,16,11
Illegal Search,2,0,3,3
Use Of Force,4,3,10,1
Use Of Force,7,0,9,3
Use Of Force,5,2,14,4
Illegal Search,8,0,38,0
Illegal Search,4,0,0,0
Illegal Search,3,0,1,0
Use Of Force,4,0,4,3
Illegal Search,3,0,1,0
False Arrest,7,1,6,0
False Arrest,4,1,7,0
Use Of Force,5,2,9,6
Operation/Personnel Violations,2,0,3,0
Operation/Personnel Violations,2,0,2,1
Use Of Force,4,0,1,1
Operation/Personnel Violations,7,0,2,0
Operation/Personnel Violations,5,0,8,0
Operation/Personnel Violations,2,0,1,1
Operation/Personnel Violations,8,0,6,1
False Arrest,8,0,7,2
False Arrest,8,2,3,2
False Arrest,8,2,40,2
False Arrest,5,0,19,1
Traffic,1,0,0,0
Operation/Personnel Violations,2,0,7,0
Operation/Personnel Violations,2,0,17,0
Illegal Search,6,0,5,0
Illegal Search,4,1,2,0
Illegal Search,4,1,2,0
Lockup Procedures,1,0,0,0
Operation/Personnel Violations,7,1,7,0
Operation/Personnel Violations,7,0,6,0
Operation/Personnel Violations,7,0,5,0
Operation/Personnel Violations,4,0,0,0
Illegal Search,2,0,6,0
Illegal Search,2,1,3,1
Use Of Force,6,0,6,0
Use Of Force,6,0,2,0
Use Of Force,6,0,7,0
Use Of Force,2,0,2,0
Domestic,4,1,4,0
Domestic,2,0,5,0
Operation/Personnel Violations,3,0,1,1
Traffic,7,0,19,0
Illegal Search,4,0,6,0
Operation/Personnel Violations,6,0,4,3
Traffic,7,0,12,0
Illegal Search,4,0,4,0
Illegal Search,2,1,5,0
Operation/Personnel Violations,4,3,5,1
Operation/Personnel Violations,3,2,2,0
Lockup Procedures,7,0,4,1
Lockup Procedures,5,0,14,0
False Arrest,7,1,12,0
Operation/Personnel Violations,8,2,15,5
Operation/Personnel Violations,8,2,16,3
Operation/Personnel Violations,7,0,3,1
Operation/Personnel Violations,2,0,2,0
Operation/Personnel Violations,1,0,0,0
Operation/Personnel Violations,4,0,3,1
Illegal Search,6,0,3,0
Operation/Personnel Violations,7,0,7,0
Illegal Search,4,1,4,1
Operation/Personnel Violations,4,0,8,0
Use Of Force,2,0,3,2
Illegal Search,7,1,10,5
Operation/Personnel Violations,6,2,3,1
Operation/Personnel Violations,3,1,2,0
Illegal Search,5,0,2,0
Illegal Search,8,0,10,0
Illegal Search,4,1,3,0
Use Of Force,6,0,9,0
Use Of Force,4,1,6,0
Illegal Search,4,0,5,0
Illegal Search,2,0,2,0
Use Of Force,6,0,19,2
Illegal Search,8,3,46,2
Illegal Search,6,1,19,0
Lockup Procedures,5,0,10,0
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,2,0,0,0
Use Of Force,2,0,3,3
Use Of Force,3,0,12,1
Lockup Procedures,2,0,4,0
Operation/Personnel Violations,2,2,2,0
Illegal Search,4,0,15,4
Illegal Search,4,0,18,4
Illegal Search,6,2,8,1
Operation/Personnel Violations,5,0,8,0
Operation/Personnel Violations,4,0,4,0
Operation/Personnel Violations,3,0,0,0
Use Of Force,2,2,8,1
Use Of Force,2,0,2,0
Illegal Search,3,0,2,0
False Arrest,7,0,6,0
False Arrest,5,0,9,1
Operation/Personnel Violations,2,0,3,0
Bribery / Official Corruption,7,0,28,0
Use Of Force,5,0,4,0
Operation/Personnel Violations,6,1,14,0
Operation/Personnel Violations,8,1,11,2
Operation/Personnel Violations,4,0,1,0
Operation/Personnel Violations,1,0,4,0
Illegal Search,4,0,16,0
Use Of Force,6,0,3,0
Traffic,3,0,2,0
Operation/Personnel Violations,7,1,2,0
Operation/Personnel Violations,6,0,5,1
Operation/Personnel Violations,2,0,2,1
Use Of Force,6,1,5,3
Operation/Personnel Violations,4,0,2,1
Illegal Search,5,0,6,3
Illegal Search,2,0,5,1
Illegal Search,2,0,5,0
False Arrest,6,0,1,1
False Arrest,8,0,13,0
Operation/Personnel Violations,9,1,2,1
Operation/Personnel Violations,7,0,2,1
Operation/Personnel Violations,7,0,1,0
Operation/Personnel Violations,4,0,9,0
Operation/Personnel Violations,2,0,1,0
Use Of Force,6,5,15,1
Lockup Procedures,4,0,4,1
Illegal Search,8,3,20,11
Illegal Search,6,4,17,10
Illegal Search,2,1,5,2
Operation/Personnel Violations,8,2,10,2
Operation/Personnel Violations,1,0,2,1
Use Of Force,7,0,15,0
Operation/Personnel Violations,4,0,2,1
Traffic,6,1,9,0
Domestic,5,0,11,0
Lockup Procedures,6,0,7,0
Operation/Personnel Violations,5,0,11,0
Lockup Procedures,7,0,17,1
Lockup Procedures,3,0,2,1
Domestic,1,0,1,0
Lockup Procedures,2,0,0,0
Operation/Personnel Violations,2,2,4,1
Use Of Force,6,0,12,0
Illegal Search,6,0,3,0
False Arrest,7,5,19,3
False Arrest,4,5,13,5
False Arrest,8,2,16,3
False Arrest,6,3,16,7
Operation/Personnel Violations,9,1,14,0
Operation/Personnel Violations,8,1,19,0
Operation/Personnel Violations,2,0,4,0
Illegal Search,7,3,7,1
Illegal Search,7,2,3,1
Illegal Search,3,2,3,1
Illegal Search,3,0,2,2
Lockup Procedures,5,0,12,0
Use Of Force,4,0,6,2
False Arrest,5,0,3,0
False Arrest,2,0,3,1
Illegal Search,8,0,21,7
Illegal Search,6,1,18,4
Illegal Search,2,0,6,2
Illegal Search,8,0,4,0
Illegal Search,3,0,7,2
Illegal Search,3,0,2,0
Supervisory Responsibilities,8,0,7,0
Use Of Force,6,0,4,0
Operation/Personnel Violations,7,0,1,0
Operation/Personnel Violations,6,1,3,1
Operation/Personnel Violations,2,2,2,0
Operation/Personnel Violations,2,0,3,1
Illegal Search,4,0,0,1
Illegal Search,4,0,3,0
Illegal Search,7,0,5,0
Illegal Search,6,0,12,2
Use Of Force,4,0,3,2
Operation/Personnel Violations,2,0,0,0
Operation/Personnel Violations,5,0,6,0
Operation/Personnel Violations,5,0,5,0
Use Of Force,3,0,5,1
Use Of Force,2,0,4,0
Use Of Force,1,0,1,0
Illegal Search,4,0,1,1
Operation/Personnel Violations,7,0,7,1
Operation/Personnel Violations,5,0,3,1
Lockup Procedures,7,3,18,3
Use Of Force,4,1,4,7
Domestic,7,1,5,0
Use Of Force,8,0,4,0
Use Of Force,3,0,3,0
Use Of Force,3,0,1,0
Domestic,4,0,3,0
Conduct Unbecoming (Off-Duty),1,0,0,0
Conduct Unbecoming (Off-Duty),1,0,1,0
Use Of Force,6,0,21,0
Use Of Force,4,0,4,3
Use Of Force,4,2,15,4
Operation/Personnel Violations,2,1,2,2
Lockup Procedures,8,0,4,0
Domestic,4,0,10,1
Operation/Personnel Violations,7,0,6,0
Operation/Personnel Violations,5,0,7,0
Use Of Force,8,3,10,0
Verbal Abuse,6,0,17,0
Illegal Search,8,9,32,4
Illegal Search,8,7,29,4
Illegal Search,5,2,16,2
Lockup Procedures,6,0,4,1
Use Of Force,7,0,19,0
Domestic,5,0,3,0
Use Of Force,6,0,2,0
Use Of Force,4,0,1,0
Illegal Search,7,0,7,0
Illegal Search,8,0,4,0
Illegal Search,6,0,4,0
Illegal Search,6,0,4,0
Illegal Search,8,0,5,0
Illegal Search,6,0,6,0
Illegal Search,4,0,2,0
Illegal Search,8,3,4,0
Use Of Force,8,9,25,0
Use Of Force,6,3,14,1
Operation/Personnel Violations,3,0,6,0
False Arrest,7,6,20,2
False Arrest,6,3,14,1
False Arrest,6,4,17,6
Illegal Search,6,0,8,0
Illegal Search,6,0,2,0
Illegal Search,3,0,4,0
Illegal Search,2,0,1,1
Illegal Search,1,0,0,0
Operation/Personnel Violations,1,0,0,0
Use Of Force,4,0,7,0
Use Of Force,2,0,1,0
Illegal Search,6,0,11,2
Illegal Search,9,0,7,0
False Arrest,2,0,3,0
Use Of Force,2,1,13,1
Illegal Search,3,1,2,1
Illegal Search,4,0,1,0
Illegal Search,4,0,4,0
Illegal Search,2,0,6,0
Verbal Abuse,8,0,13,0
Verbal Abuse,4,0,5,0
Operation/Personnel Violations,9,0,4,0
Operation/Personnel Violations,4,1,1,0
Operation/Personnel Violations,9,1,17,1
Operation/Personnel Violations,8,1,4,1
Use Of Force,5,0,11,0
Operation/Personnel Violations,3,0,2,1
Operation/Personnel Violations,2,1,4,1
False Arrest,7,1,6,4
Operation/Personnel Violations,8,0,8,0
Operation/Personnel Violations,7,0,11,0
Use Of Force,1,0,4,1
Use Of Force,5,0,3,0
Use Of Force,4,1,5,2
Use Of Force,2,0,1,0
Operation/Personnel Violations,4,0,0,1
Operation/Personnel Violations,1,0,1,0
Use Of Force,5,0,7,0
Use Of Force,5,0,2,0
Use Of Force,5,0,2,0
Use Of Force,2,0,7,0
Use Of Force,3,0,1,0
Domestic,5,0,3,1
Operation/Personnel Violations,4,1,8,0
Illegal Search,6,4,8,1
Illegal Search,8,6,17,2
Illegal Search,6,0,8,0
Use Of Force,6,1,5,0
Use Of Force,1,1,1,1
Use Of Force,1,2,5,0
Operation/Personnel Violations,2,0,4,0
Operation/Personnel Violations,1,0,1,1
Verbal Abuse,4,0,13,1
Verbal Abuse,4,0,10,1
Traffic,7,0,5,0
Use Of Force,6,0,16,1
Use Of Force,6,0,26,0
Use Of Force,7,1,11,1
Operation/Personnel Violations,2,0,6,0
Operation/Personnel Violations,2,0,1,0
Use Of Force,1,0,4,0
Operation/Personnel Violations,7,0,8,0
Operation/Personnel Violations,7,0,7,0
Operation/Personnel Violations,1,0,2,3
Operation/Personnel Violations,4,0,2,3
Operation/Personnel Violations,0,0,0,1
Use Of Force,8,0,4,0
Criminal Misconduct,4,0,9,0
Illegal Search,8,0,4,0
Illegal Search,7,3,21,1
Illegal Search,6,1,15,0
Illegal Search,7,3,13,1
Illegal Search,4,1,14,0
Illegal Search,8,3,17,0
Illegal Search,2,7,26,0
Illegal Search,4,0,2,4
Use Of Force,4,1,4,1
False Arrest,5,2,4,0
Illegal Search,6,0,2,0
Illegal Search,9,1,12,1
Illegal Search,7,0,1,0
Illegal Search,6,0,6,0
Illegal Search,4,0,4,0
Operation/Personnel Violations,4,1,4,2
Use Of Force,3,0,4,0
Operation/Personnel Violations,4,0,1,0
Operation/Personnel Violations,4,0,3,0
False Arrest,8,0,5,0
False Arrest,8,1,16,0
Illegal Search,8,0,2,0
Use Of Force,7,0,15,0
Operation/Personnel Violations,7,1,18,3
Operation/Personnel Violations,1,2,5,2
Operation/Personnel Violations,2,0,1,0
Operation/Personnel Violations,2,0,2,0
Illegal Search,7,1,26,0
Illegal Search,8,0,35,2
Illegal Search,8,0,6,1
Illegal Search,7,0,10,1
Illegal Search,6,0,9,1
Illegal Search,6,0,14,0
Illegal Search,5,1,18,0
Illegal Search,4,1,4,2
Operation/Personnel Violations,8,1,4,0
Operation/Personnel Violations,8,1,3,0
Operation/Personnel Violations,4,1,5,0
Traffic,6,0,6,0
Illegal Search,4,1,1,0
Illegal Search,5,1,12,1
Lockup Procedures,6,0,2,0
False Arrest,9,0,14,1
Use Of Force,5,1,6,1
Operation/Personnel Violations,8,0,9,1
False Arrest,8,0,5,0
False Arrest,7,0,2,0
False Arrest,4,0,11,0
False Arrest,3,1,6,1
Illegal Search,5,0,6,0
Illegal Search,5,2,17,0
Illegal Search,4,2,23,2
Illegal Search,4,2,10,4
Illegal Search,4,2,5,0
Operation/Personnel Violations,5,0,5,0
